Date,Salesperson,Customer Name,Car Make,Car Model,Car Year,Sale Price,Commission Rate,Commission Earned
5/6/2022,Mr. Nicholas Reynolds,Tanner Collier,Chevrolet,Civic,2018,41520,0.068166132,2830.26
3/26/2023,Debbie Roberts,Jose Ward,Chevrolet,Altima,2012,25699,0.065448206,1681.95
12/22/2022,Emily Bean,Marcus Bullock,Ford,F-150,2017,10503,0.062559908,657.07
12/1/2022,William Glover DDS,Erica Alexander,Honda,Civic,2022,13986,0.094023194,1315.01
3/12/2023,Michael Brown,Carlos Phelps,Ford,Civic,2010,12103,0.053400818,646.31
9/5/2022,Mr. Eric Harding,Martin Wells,Toyota,Civic,2017,25635,0.147659518,3785.25
8/29/2022,Cheryl Cook,Colin Welch,Chevrolet,Civic,2019,27849,0.059948967,1669.52
12/16/2022,Michele King,Katelyn Mercado,Nissan,F-150,2018,14023,0.116598105,1635.06
5/1/2022,Rodney Howell,Tina Zimmerman,Toyota,Altima,2010,11040,0.067260471,742.56
8/11/2022,Caitlyn Bennett,Sandra Chase,Honda,F-150,2012,29937,0.143609085,4299.23
4/27/2023,Hannah Moore,Elizabeth Taylor,Chevrolet,Corolla,2013,31020,0.121529608,3769.85
5/5/2022,Victoria Lindsey,Jennifer Stark,Ford,Altima,2013,17180,0.07355409,1263.66
12/2/2022,Jesse Roberts,Raymond Rocha,Chevrolet,Silverado,2010,47997,0.091992362,4415.36
6/22/2022,Richard Nguyen,John Bell,Chevrolet,Silverado,2017,25916,0.131222293,3400.76
4/20/2023,Thomas Franklin DDS,Jamie Tucker,Toyota,Civic,2013,35471,0.104025054,3689.87
11/3/2022,Joseph Burnett,Pamela Johnson,Honda,F-150,2022,26200,0.089780881,2352.26
2/16/2023,Robert Sparks,George Kennedy,Toyota,Silverado,2019,28768,0.097124055,2794.06
12/12/2022,Andrea Maxwell,Todd Jordan,Toyota,Corolla,2017,38804,0.055522578,2154.5
1/16/2023,Mark Sanders,Chris Hernandez,Chevrolet,Civic,2011,35487,0.105226947,3734.19
7/13/2022,Melissa Farmer,Candace Rowe,Toyota,F-150,2015,41509,0.061438864,2550.27
4/21/2023,Brian Valencia,Allen Garcia,Chevrolet,F-150,2018,38725,0.146836524,5686.24
9/6/2022,Patricia Castillo,Rickey Price,Toyota,Corolla,2019,33100,0.062604593,2072.21
11/16/2022,Jacqueline Barr,Tammy Bright,Ford,F-150,2012,27150,0.087644258,2379.54
11/19/2022,Cindy Lee,Jonathan Garner,Toyota,Silverado,2018,24381,0.072714628,1772.86
1/2/2023,Andrea Combs,Lisa Humphrey,Nissan,Altima,2020,34331,0.136182545,4675.28
1/20/2023,Laura Lee,Matthew King,Chevrolet,F-150,2011,27052,0.13827327,3740.57
12/18/2022,Zachary Allen,Russell Davidson,Honda,Civic,2022,17629,0.108159864,1906.75
4/29/2023,Robert Collins,Samantha Simmons,Toyota,Altima,2017,46890,0.10434781,4892.87
7/3/2022,Haley Burns,Erica Hall,Toyota,Altima,2020,31042,0.09525771,2956.99
7/9/2022,Jason Hodge,Mr. Michael Harmon,Nissan,Civic,2021,19589,0.131807337,2581.97
3/22/2023,Stacy Richmond,Heather Norris,Honda,Silverado,2020,26909,0.117004115,3148.46
3/16/2023,Tyler Montgomery,Janet Cole,Toyota,Altima,2018,14737,0.075817577,1117.32
9/25/2022,Ronald Castillo,Jose Arroyo,Nissan,Silverado,2022,22944,0.124915533,2866.06
10/23/2022,Elizabeth Fields,Karen Kelley,Chevrolet,Altima,2020,12182,0.145123875,1767.9
6/9/2022,Mary Perry,Nathaniel Baker,Chevrolet,F-150,2011,14156,0.131487807,1861.34
6/21/2022,Jonathon Lawson,Casey Meyer,Nissan,Silverado,2014,33888,0.094233762,3193.39
10/26/2022,Marie Chapman,Monica Gray,Ford,Silverado,2014,44106,0.067442602,2974.62
12/22/2022,Mark Romero,Krista Fletcher,Nissan,Altima,2014,40734,0.075037564,3056.58
10/14/2022,Rebecca Williams,Cassandra Ayala,Toyota,Corolla,2014,17714,0.083874231,1485.75
2/9/2023,Michael Terry,Andrew Malone,Ford,Silverado,2011,38748,0.100595044,3897.86
11/27/2022,Shaun Watson,Angela Martin,Honda,F-150,2011,29379,0.088440424,2598.29
7/6/2022,Brandi Pineda,Mr. James Hill,Chevrolet,Silverado,2018,45657,0.094358445,4308.12
9/11/2022,Steven Bailey,Julian Johns,Nissan,Civic,2013,36025,0.079009397,2846.31
9/19/2022,Cheryl Carroll,Tina Perez,Ford,Civic,2018,38555,0.055717318,2148.18
1/6/2023,Kaitlyn Stanley,Drew Cantu,Nissan,Silverado,2012,43213,0.098891537,4273.4
8/20/2022,Patricia Thompson,John Jones,Nissan,Altima,2019,11928,0.081227811,968.89
3/29/2023,James Macias,Amy Johnson,Toyota,Civic,2015,42514,0.148339495,6306.51
12/14/2022,Jane Blake,Steven Stevens,Nissan,Silverado,2017,19296,0.139093521,2683.95
11/4/2022,Tiffany Hays,Richard Moore,Nissan,Civic,2017,15390,0.070796341,1089.56
1/2/2023,Vickie Long,James Thomas,Toyota,Altima,2018,29532,0.1387614,4097.9
7/23/2022,Scott Brown,Debra Freeman,Nissan,Altima,2021,11303,0.113273278,1280.33
1/5/2023,Maria Jensen,Donna Walker,Ford,Altima,2018,16734,0.089669198,1500.52
5/3/2022,Aaron Williams,Christopher Macdonald,Ford,Corolla,2020,10618,0.126843031,1346.82
11/5/2022,Elizabeth Riley,Seth Thomas,Chevrolet,Civic,2018,40234,0.081153175,3265.12
3/15/2023,Christine Terrell,Michael Owens,Toyota,F-150,2015,15040,0.124262121,1868.9
4/28/2023,Michael Bond,Mario Rivera,Ford,Corolla,2014,48510,0.133321137,6467.41
6/8/2022,Abigail Morales,Tony Wilson,Ford,Corolla,2013,18232,0.12605704,2298.27
8/7/2022,Michael Wilson MD,Julie Gonzalez,Toyota,F-150,2019,36554,0.073470815,2685.65
3/20/2023,Steven King,Cynthia Douglas,Nissan,Silverado,2022,43319,0.114084092,4942.01
1/8/2023,Robert Mendoza,Mr. Eric Powell,Ford,Altima,2010,47997,0.101196388,4857.12
6/23/2022,Bryan Williams,Maria Padilla,Toyota,Altima,2015,45930,0.121264838,5569.69
10/4/2022,Patrick Cisneros,Jordan Sanford,Chevrolet,Altima,2012,44633,0.054078941,2413.71
7/24/2022,Alexander Munoz,Bryan Burton,Ford,F-150,2010,14384,0.053949952,776.02
6/12/2022,Cynthia Carter,Paul Robertson,Ford,Corolla,2020,19366,0.062033965,1201.35
3/13/2023,Timothy Rhodes,Kimberly Cook,Toyota,Silverado,2021,25319,0.082756116,2095.3
7/22/2022,Willie Rice,Ethan Bauer,Ford,Civic,2012,36214,0.121878682,4413.71
1/21/2023,Matthew Wallace,Emma Taylor,Chevrolet,Silverado,2010,25317,0.135485691,3430.09
7/4/2022,Tracey French,Mr. David Mack MD,Honda,Silverado,2014,21343,0.145653542,3108.68
5/27/2022,Robert Li,Arthur Shepherd,Nissan,F-150,2017,33157,0.085035298,2819.52
10/1/2022,Ronald Perry,Patrick Taylor,Ford,Altima,2014,23876,0.091679679,2188.94
6/29/2022,Heidi Parks,Juan Coleman,Toyota,Altima,2017,21555,0.104039865,2242.58
5/30/2022,Mrs. Donna Mueller,Tonya Hart,Ford,Corolla,2022,20429,0.112564318,2299.58
3/7/2023,Maria Simpson,Michelle Scott,Toyota,Corolla,2022,25795,0.137500399,3546.82
8/19/2022,Jason Gonzales,Sharon Fuller,Nissan,Corolla,2020,28349,0.05760086,1632.93
8/18/2022,Jessica Cook,Amy Hawkins,Toyota,Corolla,2022,22985,0.104884417,2410.77
5/4/2022,Jeffrey Patel,Mark Lynch,Ford,F-150,2011,14379,0.097430842,1400.96
7/15/2022,Jeffrey White,Jeffrey Shaffer,Nissan,Altima,2016,23105,0.062654758,1447.64
5/3/2022,Teresa Franklin,Tammy Bailey,Honda,F-150,2021,39692,0.129746192,5149.89
10/24/2022,Joseph Meza,Danny Jackson,Nissan,Altima,2018,21042,0.093594318,1969.41
9/27/2022,Joshua Molina,Jessica Stevenson,Ford,Corolla,2022,21300,0.109362735,2329.43
12/1/2022,Cassidy Douglas,Jonathon Davis,Toyota,Silverado,2012,28125,0.068453099,1925.24
11/20/2022,Charles Franklin,John Bush,Chevrolet,Corolla,2016,48574,0.148291349,7203.1
10/13/2022,Robert Hester,Larry Pugh,Chevrolet,Corolla,2021,28352,0.121222839,3436.91
5/8/2022,Dr. Jordan Price,Robert Mills,Chevrolet,Corolla,2012,45360,0.095968675,4353.14
10/19/2022,Lauren Lambert,Susan Phillips,Ford,F-150,2013,28150,0.146300357,4118.36
6/30/2022,David Franklin,Craig Hicks,Toyota,F-150,2022,48712,0.096844086,4717.47
11/19/2022,Kimberly Sheppard,Melissa Jones,Toyota,Altima,2014,33453,0.050688749,1695.69
1/9/2023,Ariana Jones,Alison Thomas,Honda,Corolla,2011,48805,0.105585499,5153.1
7/19/2022,Michael Stewart,Michael Torres,Honda,Corolla,2021,13720,0.071075203,975.15
11/27/2022,David Adams,Jacqueline Pittman,Toyota,Silverado,2020,18842,0.081526277,1536.12
4/24/2023,Mr. Andrew Dickson,Harold Berry,Chevrolet,Civic,2019,18229,0.115410808,2103.82
1/25/2023,Jeremy Smith,Chad Kim,Nissan,Corolla,2010,10388,0.122594946,1273.52
12/30/2022,Amanda Riley,Shannon Martin,Toyota,F-150,2010,42747,0.097554283,4170.15
8/18/2022,Linda Ayala DDS,Joseph Wilcox,Chevrolet,Altima,2011,43489,0.050083041,2178.06
2/6/2023,Martin Ellison,Holly Lee,Nissan,Altima,2011,24086,0.118587393,2856.3
10/12/2022,Stuart Jackson,Krystal Johnson,Nissan,Civic,2016,13551,0.098866848,1339.74
4/7/2023,Sarah Monroe,William Garcia,Nissan,Civic,2022,16054,0.097667947,1567.96
12/5/2022,Debra Anderson,Brett Kim,Nissan,Silverado,2016,36940,0.111616659,4123.12
5/9/2022,Sherry Foster,Logan Johnston,Ford,Altima,2019,44492,0.080841135,3596.78
10/10/2022,Nathan Taylor,Brittany Hayes,Ford,Altima,2017,47950,0.064287316,3082.58
9/29/2022,Lisa Carter,Timothy Mcbride,Ford,Altima,2017,23950,0.086129637,2062.8
9/12/2022,Brian Mack,Barbara Garcia,Ford,F-150,2018,46336,0.110212213,5106.79
9/13/2022,Thomas Brown,Adrian Johnson,Nissan,Silverado,2012,16192,0.088209016,1428.28
2/18/2023,Christina Morrison,Anna Patton,Ford,Civic,2019,25903,0.117213781,3036.19
9/13/2022,Stephanie Jones,Cheryl Anthony,Ford,F-150,2021,44738,0.144108664,6447.13
3/19/2023,Joseph Santos,Anne Carr,Nissan,Corolla,2015,45089,0.127177228,5734.29
2/17/2023,Pamela Moore,Michael Hansen,Honda,Silverado,2016,33218,0.105672028,3510.21
1/26/2023,Lee Rivera,Erin Adams,Chevrolet,F-150,2017,14384,0.071684029,1031.1
7/15/2022,Regina Park,Stephen Webb,Nissan,Altima,2019,37245,0.097744558,3640.5
4/23/2023,Connor Martin,Frank Schwartz,Ford,F-150,2013,45097,0.084984528,3832.55
3/19/2023,Kyle Foster,Kristina Pierce,Toyota,F-150,2013,44257,0.148230507,6560.24
1/12/2023,Stuart Ramirez,Margaret Burke,Toyota,Altima,2010,45213,0.113915445,5150.46
6/12/2022,Kevin Ross,Juan Edwards,Nissan,Corolla,2022,19437,0.145242859,2823.09
1/23/2023,Rebecca Bryan,Vanessa Gallegos,Toyota,Corolla,2019,21890,0.058922135,1289.81
11/23/2022,Zachary Ross,Elaine Ortiz,Toyota,F-150,2010,35472,0.138814401,4924.02
11/28/2022,Nicole Murray,Theresa Perry,Chevrolet,F-150,2019,34748,0.061641006,2141.9
9/30/2022,Edward Burton,Jonathon Garcia,Toyota,Corolla,2019,40891,0.053430566,2184.83
12/1/2022,Zachary Stevens,Crystal Hurley,Chevrolet,Civic,2014,41093,0.071574616,2941.22
8/26/2022,Joshua Wagner,Jasmine Hunt,Honda,Silverado,2010,38899,0.137512463,5349.1
9/1/2022,Jacob Miller,Heather Mclaughlin,Honda,Corolla,2014,36567,0.095263984,3483.52
8/20/2022,Anthony Vasquez,Shelby Baker,Honda,F-150,2018,34819,0.055729473,1940.44
11/10/2022,Jody White,Erica Merritt,Ford,Altima,2013,22291,0.111500129,2485.45
8/6/2022,Amanda Ho,Michelle Ross,Chevrolet,F-150,2022,49939,0.127926844,6388.54
6/19/2022,Matthew Gonzalez,Dylan Myers,Ford,Silverado,2021,29753,0.056027948,1667
6/12/2022,Jason Gray,Jill Sanchez,Ford,Civic,2020,44501,0.078315318,3485.11
12/20/2022,Steven Clements,Zachary Wiggins,Nissan,Corolla,2017,33724,0.112299849,3787.2
1/11/2023,Leslie Barrett,Belinda Williams,Nissan,Civic,2021,31533,0.077679246,2449.46
4/19/2023,Sarah Robinson,Ashley Smith,Toyota,Altima,2021,35049,0.066628941,2335.28
4/13/2023,Jennifer Moore,Jessica Brown,Chevrolet,F-150,2020,44640,0.108803219,4856.98
11/2/2022,Michelle Miller,Michael Payne,Toyota,F-150,2010,13630,0.124819039,1701.28
5/29/2022,Philip Wolf,Rachel Ward,Ford,F-150,2019,28504,0.145222424,4139.42
3/3/2023,Mitchell Black,Tyler Fisher,Honda,Corolla,2011,43303,0.096835186,4193.25
5/18/2022,Nathan Bell,Kathy King,Nissan,F-150,2019,11869,0.081863306,971.64
10/2/2022,Lisa Middleton,Shannon Thomas,Honda,Silverado,2020,43465,0.07628592,3315.77
8/19/2022,William Cameron,Joanna Lamb,Toyota,Corolla,2012,31369,0.137397333,4310.02
8/26/2022,Rachel Kim,Monica Anderson,Ford,F-150,2016,42162,0.092738256,3910.03
11/20/2022,Diana Clark,Krista Cortez,Chevrolet,Silverado,2010,11820,0.14210112,1679.64
1/26/2023,Kevin Flynn,Elizabeth Huber,Nissan,Altima,2011,15262,0.147417201,2249.88
3/13/2023,Joshua Davis,Robert Mason,Nissan,Civic,2012,41889,0.073070421,3060.85
8/12/2022,Jacob Lopez,David Ramirez,Chevrolet,Silverado,2018,34173,0.11922465,4074.26
6/12/2022,Lauren Sanchez MD,Joshua Chapman,Ford,Corolla,2011,46997,0.128886036,6057.26
5/25/2022,Dennis Burke,Christine Ellis,Honda,Silverado,2015,15894,0.138908673,2207.81
1/14/2023,Joseph Crosby,Robert Thompson,Toyota,Silverado,2011,10731,0.05528363,593.25
6/16/2022,Donald Figueroa,Shelia Patel,Nissan,Altima,2013,34349,0.129484691,4447.67
6/14/2022,Lindsey Turner,Mark Kim,Ford,Silverado,2018,33482,0.111091273,3719.56
7/21/2022,Ellen Gonzalez,Sheryl Mason,Ford,Corolla,2019,35141,0.063213723,2221.39
2/27/2023,Kathy Kelly,Jessica Richards,Honda,Altima,2020,13410,0.120811592,1620.08
9/2/2022,Stephanie Galloway,Tina Garcia,Toyota,Altima,2014,45067,0.117767259,5307.42
10/9/2022,Sheila Romero,Grace Elliott,Ford,F-150,2018,26395,0.056630215,1494.75
3/23/2023,Thomas Jones,Dr. Martin Simmons PhD,Chevrolet,Civic,2022,20875,0.091517551,1910.43
9/28/2022,Kenneth Morris,John Zimmerman,Ford,Silverado,2011,33111,0.109636754,3630.18
10/13/2022,Janice Wolf,Deborah Lee,Nissan,Silverado,2012,15964,0.132191799,2110.31
3/26/2023,Caleb Harrington,Sara Torres,Ford,F-150,2021,35956,0.136831949,4919.93
9/20/2022,Jonathan Weeks,Mr. Johnny Bird Jr.,Nissan,Civic,2020,22486,0.054482428,1225.09
10/2/2022,Lori Mckee,Traci Brown,Chevrolet,Silverado,2018,30254,0.080856571,2446.23
3/24/2023,Shelia Scott,Angela Dunlap,Nissan,Civic,2018,33991,0.088852281,3020.18
9/3/2022,Craig Sanders,Luke Robinson,Ford,Corolla,2019,38613,0.109726096,4236.85
2/4/2023,William Tran,Stephanie Jones,Ford,F-150,2012,32338,0.092405046,2988.19
7/22/2022,Christopher Evans,James Hatfield,Chevrolet,Corolla,2016,46402,0.085014335,3944.84
5/6/2022,Jason Duffy,Monica Perez,Toyota,Altima,2019,13899,0.125301819,1741.57
4/7/2023,Larry Banks,Roy Taylor DVM,Honda,F-150,2016,41683,0.064926365,2706.33
8/12/2022,Terry Ward,Sheila Huynh,Honda,Civic,2022,49757,0.066384431,3303.09
9/29/2022,Zachary Woods,Thomas Cantu,Honda,F-150,2013,20208,0.123986117,2505.51
8/18/2022,Jim Patterson,Sara Patrick,Nissan,Corolla,2011,35218,0.088857862,3129.4
8/26/2022,Robin Johnson,Christopher Nunez,Chevrolet,Corolla,2019,30536,0.104715726,3197.6
9/18/2022,Cindy Rodriguez MD,Alyssa Smith,Nissan,Civic,2017,42363,0.066103323,2800.34
12/6/2022,Karen Coffey,Kevin Miller,Toyota,Silverado,2015,13527,0.070974765,960.08
1/2/2023,Kayla Hardy,Caleb Bentley,Chevrolet,Altima,2011,29300,0.05043435,1477.73
11/5/2022,Margaret Wilson,Bryan Becker,Ford,Civic,2015,27807,0.091603518,2547.22
4/20/2023,David Aguirre,Austin Henry,Honda,F-150,2020,20202,0.087579933,1769.29
8/9/2022,Amy Hernandez,Caleb Stewart,Chevrolet,Civic,2014,30799,0.055640016,1713.66
4/28/2023,Christopher Jenkins,Andrew Adams,Honda,Corolla,2021,12931,0.053481841,691.57
11/24/2022,Matthew Graham,Rebekah Holt,Toyota,Corolla,2010,45591,0.08206333,3741.35
10/27/2022,Amanda Davis,Michael Lane,Nissan,Altima,2019,41479,0.067910148,2816.85
2/6/2023,Chris Ruiz,Michelle Hunter,Ford,Silverado,2020,27402,0.140788807,3857.89
4/27/2023,Pamela Keller,Christina Daniels,Toyota,Civic,2010,36650,0.142428779,5220.01
1/13/2023,Tina Watson MD,Ashley Dixon,Ford,Corolla,2020,15391,0.084650568,1302.86
10/6/2022,Kelly Morgan,Paula Moore,Toyota,Corolla,2021,35318,0.141903391,5011.74
5/1/2022,Stephanie Barber,Wesley Snow,Nissan,Silverado,2017,18213,0.065762223,1197.73
8/2/2022,Jennifer Gomez,Brandon Waller,Ford,Civic,2010,24387,0.0838203,2044.13
8/26/2022,Carl Tran,Krista Sanders,Honda,Civic,2012,42079,0.108388692,4560.89
1/30/2023,Amanda Rosales,Tiffany Dunn,Toyota,F-150,2011,44883,0.070130946,3147.69
9/12/2022,Hailey Short,Matthew Crane,Chevrolet,Altima,2010,13697,0.053384865,731.21
1/9/2023,Cindy Mcmillan,Lisa Rosales,Toyota,Altima,2019,31976,0.082715142,2644.9
11/8/2022,Tiffany Fisher,Jessica Hancock,Chevrolet,Corolla,2016,40647,0.068464595,2782.88
9/19/2022,Melinda Stevens,Stephanie Bowman,Chevrolet,Altima,2013,27330,0.065624319,1793.51
10/19/2022,Maria Nielsen,Mary Hayes,Nissan,F-150,2012,41632,0.051645948,2150.12
7/9/2022,William Hart,Melissa Johns,Nissan,F-150,2021,16443,0.131217339,2157.61
11/8/2022,Craig Brown,Christine Olson,Nissan,Corolla,2010,42176,0.090121686,3800.97
1/30/2023,Thomas Case,Andrew Holmes,Honda,Altima,2012,42396,0.124232965,5266.98
10/22/2022,Stephanie Smith,Justin Lozano,Toyota,Silverado,2018,38643,0.101683312,3929.35
8/30/2022,Angela Garcia,Courtney Zuniga,Toyota,Corolla,2014,28200,0.059892031,1688.96
2/23/2023,Stephanie Fisher,Katherine Arroyo,Honda,F-150,2020,20478,0.126595745,2592.43
6/14/2022,Tonya Short,Philip Morris,Nissan,Altima,2019,23824,0.088933944,2118.76
4/16/2023,Mark Smith,Jeremy Nichols,Honda,F-150,2012,41658,0.098565873,4106.06
6/13/2022,John Rodriguez,Jason Taylor,Toyota,Altima,2018,15421,0.092040097,1419.35
3/19/2023,David Morgan,Luis Hall,Honda,Silverado,2012,19574,0.099557331,1948.74
6/22/2022,Joseph Crane,Michael Schultz,Ford,Altima,2012,22031,0.061820803,1361.97
2/14/2023,Vincent Webster,Grant Turner,Honda,Civic,2011,43919,0.059233953,2601.5
6/14/2022,Christy Davies MD,Erika Farrell,Honda,F-150,2019,32880,0.144113736,4738.46
8/5/2022,Matthew Jenkins,Alyssa Smith,Ford,Silverado,2021,10429,0.086556174,902.69
10/22/2022,Regina Fleming,Marc Gonzalez,Honda,Silverado,2019,17542,0.128724986,2258.09
3/14/2023,Amber Hernandez,Jay Calhoun,Nissan,F-150,2013,31472,0.142690407,4490.75
11/30/2022,Chris Morrison,Michael Johnson,Nissan,Corolla,2016,19976,0.115545368,2308.13
7/4/2022,Audrey Kirk,Sarah Gibson,Nissan,Corolla,2019,34018,0.145273091,4941.9
7/15/2022,Christian Taylor,Melissa Mooney,Honda,Silverado,2015,18778,0.07603595,1427.8
2/7/2023,David Parker,Jacob Dickson,Honda,Civic,2020,46032,0.099818754,4594.86
3/19/2023,Alicia Schroeder,Casey Gaines,Ford,Civic,2014,45521,0.068782293,3131.04
12/12/2022,Felicia Rich,Benjamin Bright,Nissan,Corolla,2018,18717,0.089271503,1670.89
5/1/2023,Brittany Herrera,Jo Bennett,Chevrolet,Corolla,2014,18736,0.078463011,1470.08
12/4/2022,Melinda Leonard,Jason Leonard,Honda,Silverado,2021,39490,0.111156479,4389.57
12/24/2022,Michael Tapia,Stephen Olson,Toyota,F-150,2016,29498,0.073077563,2155.64
1/16/2023,Karen Mendoza,Julie Lewis,Nissan,Silverado,2020,47219,0.095960865,4531.18
1/30/2023,Renee Vance,Lisa Holloway,Chevrolet,F-150,2016,45100,0.128059782,5775.5
3/8/2023,Rebecca Williamson,Marilyn Valdez,Chevrolet,Corolla,2011,48755,0.114151428,5565.45
1/24/2023,Jose Kelly,Timothy Hunter,Ford,F-150,2015,41863,0.12219697,5115.53
7/30/2022,Amy Johnson,Deborah Robinson,Ford,Altima,2015,19183,0.127161607,2439.34
2/27/2023,Victoria Kim,Stephanie Davis,Honda,Civic,2019,46303,0.078829767,3650.05
5/6/2022,Edward Dougherty,Sherry Terry,Ford,Corolla,2020,45321,0.127692446,5787.15
9/1/2022,Rickey Tran,Mary Rogers,Nissan,Altima,2010,22113,0.07173745,1586.33
1/27/2023,Kyle Caldwell,Jacqueline Anderson,Ford,F-150,2013,33901,0.112826036,3824.92
5/13/2022,Sarah Johnson,Robin Gay,Ford,Silverado,2013,46053,0.140769818,6482.87
9/11/2022,Laura Bridges,William Robbins,Toyota,Civic,2019,22170,0.116084205,2573.59
9/13/2022,Sophia Moreno,Crystal Norris,Chevrolet,Altima,2016,33534,0.100419121,3367.45
1/20/2023,Joshua Graves,Christina Long,Toyota,Civic,2017,29607,0.088374427,2616.5
6/2/2022,Kimberly Henderson,Amy Jackson,Ford,Civic,2014,47209,0.062781519,2963.85
10/7/2022,Rachel Booth,Christian Ortega,Honda,Civic,2010,18074,0.106914546,1932.37
6/17/2022,Jared Berry,Kelly Curry,Ford,Silverado,2017,31220,0.059657963,1862.52
7/23/2022,Joseph Allen,Stephanie Grant,Nissan,Altima,2021,49877,0.05081818,2534.66
3/11/2023,Marc Daniel,Jonathan Robbins,Chevrolet,Corolla,2019,28858,0.087755924,2532.46
4/6/2023,Justin Mitchell,Rachel Smith,Nissan,Corolla,2011,14327,0.081209985,1163.5
5/28/2022,Gregory Lutz,Jason Mcpherson,Chevrolet,Altima,2016,38031,0.149225157,5675.18
5/31/2022,Rebecca Scott,Michelle Stone,Nissan,Silverado,2013,38692,0.072503982,2805.32
7/28/2022,Theresa Nguyen,Diana Francis,Ford,Corolla,2019,41606,0.129182518,5374.77
8/20/2022,Mikayla Haynes,Samantha White,Ford,Altima,2020,26205,0.148044254,3879.5
3/29/2023,Steven Collins,Tracey Andrews,Toyota,Civic,2012,22821,0.07895416,1801.81
4/7/2023,Alexandra Harris,Christian Jones,Ford,Silverado,2013,31661,0.080643958,2553.27
6/12/2022,Amanda Garcia,Angela Thomas,Honda,Altima,2020,30418,0.14950223,4547.56
6/26/2022,Wayne Cook,Ryan Arnold,Nissan,F-150,2022,24797,0.137756535,3415.95
2/6/2023,Michelle Russell,Megan Myers,Ford,Silverado,2010,25608,0.126285998,3233.93
2/14/2023,Allison Cannon,Lisa Alvarez,Ford,Corolla,2020,45212,0.124064187,5609.19
1/24/2023,Austin Reynolds,Joseph Cook,Nissan,Altima,2011,23307,0.074840116,1744.3
6/19/2022,Cynthia Evans,Daniel Williams,Ford,Corolla,2013,25844,0.055972706,1446.56
7/26/2022,Jessica Small,Dennis Weiss,Toyota,Civic,2016,31947,0.113557345,3627.82
5/14/2022,Leslie Sanders,Deanna Newman,Toyota,F-150,2017,26826,0.056394134,1512.83
12/8/2022,Angela Anderson,Anna Evans,Honda,Silverado,2018,19833,0.080196462,1590.54
7/4/2022,Brian Bishop,Rhonda Schmidt,Nissan,F-150,2019,41820,0.07966537,3331.61
12/23/2022,James Moreno,Barbara Warren,Honda,Corolla,2017,18161,0.135709481,2464.62
4/24/2023,Jennifer Crawford,Jason Williams,Honda,Civic,2013,45652,0.10347856,4724
3/24/2023,Bradley Davis,Debra Fletcher,Nissan,Silverado,2014,29795,0.117931926,3513.78
10/16/2022,Amanda Ford,Sarah Lam,Toyota,Civic,2022,37932,0.086121808,3266.77
8/14/2022,Carmen Ritter,Tracey Walls,Ford,Corolla,2015,20727,0.082872813,1717.7
6/8/2022,Christopher Parsons,Scott Beltran,Ford,Civic,2019,34559,0.114286721,3949.63
7/24/2022,Nicholas Richards,Joseph Huff,Chevrolet,Silverado,2018,11459,0.080528561,922.78
4/2/2023,Megan Frederick,Steven Schneider,Honda,Corolla,2017,39818,0.058919303,2346.05
8/20/2022,Sherri Rangel,Carolyn Reeves,Nissan,Corolla,2010,27133,0.061846003,1678.07
12/26/2022,George Archer,Dr. Lori May MD,Ford,Civic,2017,17010,0.076759224,1305.67
8/29/2022,Devin Vasquez,Thomas Long III,Honda,Altima,2010,35635,0.133891134,4771.21
8/7/2022,Michelle Goodman,Taylor Phillips,Ford,Altima,2022,34566,0.123452065,4267.24
9/22/2022,Christopher Riley,Robin Perez,Honda,Corolla,2022,48351,0.099316814,4802.07
4/27/2023,Sarah Russell,Sherry Brooks,Honda,Silverado,2010,25490,0.053162414,1355.11
1/5/2023,Timothy Andrews,Sarah Robinson,Ford,Altima,2011,19525,0.056836186,1109.73
10/14/2022,Mark Jenkins,Michelle Tate,Nissan,Altima,2011,15433,0.081175431,1252.78
9/8/2022,Deborah Humphrey,Annette James,Ford,Corolla,2018,34285,0.069593033,2386
5/13/2022,Cheryl Davis,Lauren Byrd,Ford,Corolla,2017,39880,0.075195305,2998.79
11/18/2022,Bobby Sullivan,Dr. Wesley Wise,Nissan,Corolla,2021,22871,0.058440041,1336.58
12/21/2022,Dawn Turner,Paul Mclaughlin,Ford,Silverado,2019,16631,0.113931299,1894.79
9/13/2022,Thomas Welch,Theresa Anderson,Nissan,F-150,2021,46092,0.062932884,2900.7
7/9/2022,Diana Todd,Thomas White,Nissan,F-150,2022,34778,0.124526325,4330.78
2/24/2023,Paul Flores,Julie Lowe,Nissan,F-150,2013,49436,0.070227879,3471.79
11/13/2022,Rhonda Cannon,Lisa Wilson,Honda,Altima,2011,30348,0.05072425,1539.38
4/7/2023,Eric Johnson,Miss Tina Bishop DVM,Honda,Civic,2016,16412,0.125598938,2061.33
7/28/2022,Timothy Wyatt,Kimberly Dixon,Honda,Civic,2021,19966,0.066345132,1324.65
4/29/2023,Brandi Sloan,Angela Mccann,Nissan,F-150,2015,14960,0.137746739,2060.69
6/1/2022,Joseph Perez,Tiffany Pruitt,Nissan,Civic,2020,38219,0.109529737,4186.12
7/27/2022,Steven Duran,Laura Ramirez,Ford,Silverado,2012,49621,0.104364267,5178.66
1/25/2023,Jenna Powers,Mark Beltran,Chevrolet,Silverado,2013,26965,0.075414616,2033.56
6/8/2022,Ellen Freeman,David Roy,Chevrolet,Altima,2015,12128,0.059203196,718.02
